item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_SIMPY_150_S04_Q135,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,135,34,66,3be655689e87ff99d9ba576ed3b0357e26724183e82ac6e6094931cfa18b2feb,9a900593e628d0c6beba66ca30011053fb0f447504b12f133d51aec57b1c3abc,피타고라스 정리의 활용(1) 직각삼각형,28/3cm²,area,M2_SIMPY_PT171,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,56,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT171,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT171__M2SIMPY150S04_Q135,M2_SIMPY_PT171::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q136,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,136,35,66,35cf39b4d7c002c2d64ecd8da00a58e85bd10874494d1f074a2bb5825cc21f60,4d865b116cbdbdd1e3506203f8559cb456d5d89c4087a3fff0e20ef625d86b49,피타고라스 정리의 활용(2) 사각형,120/17,fraction,M2_SIMPY_PT171,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,50,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT171,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT171__M2SIMPY150S04_Q136,M2_SIMPY_PT171::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q137,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,137,35,66,57dc9f561697213a5a17d322a07516bef504a1cd35ad66cb89e4d8a99f12b877,7bca4088f125a44fd559c23bc18a1cd739e064e58e44367fe15e38d2c86dc4cc,피타고라스 정리의 활용(2) 사각형,29,integer,M2_SIMPY_PT170,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT170,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT170__M2SIMPY150S04_Q137,M2_SIMPY_PT170::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q138,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,138,35,66,715ef495c3cc5f2034e83c16538cfe9b0f6ff8347097f9e1bef99ca4086c3505,bac7ee9c0419e649fcf58be5bf9fd7acd0e02c60a42767ebfad2fb0995570d07,피타고라스 정리의 활용(2) 사각형,168/25,fraction,M2_SIMPY_PT171,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,50,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT171,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT171__M2SIMPY150S04_Q138,M2_SIMPY_PT171::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q139,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,139,35,67,62bb2b10972aa61ee633c448056502270c58312f90c313b0fc6224ac3d7bd22e,1aa2b2f62b93309c89a97915c858d8b28f3ca16f6237381636e7b6230c5f69ff,피타고라스 정리의 활용(4) 직각삼각형의 세 반원 사이의 관계,choice:5,single_choice,M2_SIMPY_PT171,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,52,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT171,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT171__M2SIMPY150S04_Q139,M2_SIMPY_PT171::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q140,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,140,36,67,50a82237f6563571d66b7f5848d1398cd65e292eb988b69e0a3ce7c217a50004,fcbac48331c48caaf4e8f1d43b2c6fee2d040f52137c7b346b769b426fc97ff7,피타고라스 정리의 활용(4) 직각삼각형의 세 반원 사이의 관계,choice:1,single_choice,M2_SIMPY_PT169,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,88,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT169,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT169__M2SIMPY150S04_Q140,M2_SIMPY_PT169::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q141,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,141,36,67,529d67e3b0474f7648acc31622551055b0d864d80d54079930958843386d10bd,e7cf32a42606e89d51b81e2a58d1d0b8b615b30557cea46b1866a296f84a5b42,피타고라스 정리의 활용(5) 히포크라테스의 원의 넓이,24,integer,M2_SIMPY_PT174,,M2_SIMPY_C058,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,80,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT174,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT174__M2SIMPY150S04_Q141,M2_SIMPY_PT174::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q142,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,142,36,67,59fe55230fac5c2a499906391cab3ae285e2d03728fb4476486683873db15cdf,8178954f480dcbae3af1890747a713f3ddcfd1c56ae43292880d4383704b9b19,피타고라스 정리의 활용(5) 히포크라테스의 원의 넓이,120/17cm,length,M2_SIMPY_PT174,,M2_SIMPY_C058,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,69,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT174,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT174__M2SIMPY150S04_Q142,M2_SIMPY_PT174::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q143,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,143,36,67,c0b8a7c08770e78593fea8362479e1bc13e56b32271697dfa880d1e92820a228,c4dc7107e17080c29045d926f4dd4aa4473d33fd3619badffa1689167d4007b5,피타고라스 정리의 활용(5) 히포크라테스의 원의 넓이,400cm²,area,M2_SIMPY_PT174,,M2_SIMPY_C058,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,51,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT174,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT174__M2SIMPY150S04_Q143,M2_SIMPY_PT174::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q144,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,144,37,67,15ae6159479cdd9470ecc8e096bf0581e7fb4655d7c6690cadb74ac3ca6d1244,f671ee2b59a356db74042d2524b5281c35d7cd85adef3544d2ad45433d54e663,종이접기와 피타고라스 정리,choices:3|5,multiple_select,M2_SIMPY_PT174,,M2_SIMPY_C058,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,77,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT174,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT174__M2SIMPY150S04_Q144,M2_SIMPY_PT174::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q145,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,145,37,68,d3a1876dd6c60242dbe47b9dba80e90459556697e310e45993047bb3e586023a,0f92466e0cf589b18769959184f6e26ef84bd8f7ffef12239e96e87a4890362d,종이접기와 피타고라스 정리,choice:1,single_choice,M2_SIMPY_PT174,,M2_SIMPY_C058,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,84,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT174,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT174__M2SIMPY150S04_Q145,M2_SIMPY_PT174::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q146,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,146,37,68,37153e9953eb99c0134946f98716c8bd903f8ae60906cba3f9b5c12620218bb1,41a35e041d7ab7fc2c4a96a737c7257d4cc19a35522d4a04960443df2f423c97,입체도형에서의 피타고라스 정리,250,integer,M2_SIMPY_PT177,,M2_SIMPY_C059,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,54,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT177,variant,solid_similarity_or_spatial_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT177__M2SIMPY150S04_Q146,M2_SIMPY_PT177::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q147,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,147,37,68,d5275fbd0b7f4e4301abc1488768b316cdc6ff4b940b822641e265f7ec9fb421,aace78aec1b410f4d37173776914e22a5b927f1675b65ef50a4e5ac645138798,입체도형에서의 피타고라스 정리,choice:3,single_choice,M2_SIMPY_PT175,,M2_SIMPY_C059,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,76,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT175,variant,solid_similarity_or_spatial_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT175__M2SIMPY150S04_Q147,M2_SIMPY_PT175::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q148,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,148,38,68,be6916cfb33b8a04bf8b1da6aefb5af300132848ca1d555d395c6b2b58055a2c,ab01a15949190d38de7d11e51c7a1d5f365a6070b0ee475eafc1338989964402,입체도형에서의 피타고라스 정리,26,integer,M2_SIMPY_PT177,,M2_SIMPY_C059,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,49,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT177,variant,solid_similarity_or_spatial_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT177__M2SIMPY150S04_Q148,M2_SIMPY_PT177::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q149,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,149,38,68,87769596fd521b332e71127918dcc4d9f6c2863930f66d68971a4c06d6dd6d4d,b78ea6a96bcbb6fe59349b404213f0644b334bb8028b04d6eed5e4620547971a,원기둥에서의 최단 거리,choice:1,single_choice,M2_SIMPY_PT175,,M2_SIMPY_C059,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,68,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT175,variant,solid_similarity_or_spatial_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT175__M2SIMPY150S04_Q149,M2_SIMPY_PT175::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q150,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,150,38,69,466b782f675eccda038979207c59c781903cce7b5758ef292dc585f2bd93bc1a,6ab7838ae5d1d283cecd056e33b0dd3b0a540158c65bb078ef9cc54a76c2ef57,원기둥에서의 최단 거리,choice:3,single_choice,M2_SIMPY_PT175,,M2_SIMPY_C059,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,73,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT175,variant,solid_similarity_or_spatial_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT175__M2SIMPY150S04_Q150,M2_SIMPY_PT175::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
